step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
207,256,254.481,325.568,129.447,225480704,72.05,98.910,26.124
208,256,271.822,452.266,121.834,313495552,72.03,114.296,35.692
209,256,263.488,320.789,138.577,226861056,72.05,98.181,26.731
210,256,215.880,209.568,132.057,144515072,72.10,66.504,17.319
211,256,263.001,411.687,123.215,300417024,72.09,105.594,34.192
212,256,270.168,402.920,129.353,287690752,72.08,106.114,34.700
213,256,298.959,494.987,134.313,344670208,72.04,123.920,40.727
214,256,232.465,225.199,134.000,169885696,72.09,77.745,20.720
215,256,231.874,302.478,123.771,212451328,72.12,84.071,24.032
216,256,261.679,247.891,155.393,179167232,72.16,83.664,22.622
217,256,265.611,310.046,137.803,224727040,72.18,100.821,26.987
218,256,257.264,301.463,141.558,207945728,72.20,90.790,24.916
219,256,212.941,180.012,131.036,138797056,72.26,64.871,17.035
220,256,219.939,264.085,122.042,190590976,72.30,75.730,22.167
221,256,214.163,163.893,142.791,113463296,72.37,57.575,13.797
222,256,220.514,100.288,152.315,80191488,72.45,56.589,11.611
223,256,203.475,208.421,121.085,153182208,72.50,64.343,18.048
224,256,179.596,135.270,123.536,92614656,72.58,44.961,11.099
225,256,157.563,52.393,122.885,44810240,72.68,28.087,6.592
226,256,191.197,155.997,123.936,113475584,72.74,53.055,14.205
227,256,163.083,92.767,120.964,69394432,72.83,33.233,8.887
228,256,137.775,25.789,120.185,23097344,72.93,14.014,3.576
229,256,172.312,99.265,120.896,83808256,73.01,41.528,9.889
230,256,205.558,151.298,144.499,101933056,73.08,47.920,13.139
231,256,282.533,488.268,126.576,343810048,73.04,116.447,39.510
232,256,321.249,565.182,137.333,393482240,72.98,138.338,45.577
233,256,291.814,455.998,134.313,312107008,72.96,120.404,37.097
234,256,268.022,385.989,130.989,272977920,72.95,105.958,31.075
235,256,211.629,197.052,125.116,148733952,73.00,68.715,17.799
236,256,228.548,252.403,133.736,184135680,73.03,71.652,23.160
237,256,276.096,457.194,128.718,320847872,73.00,109.812,37.566
238,256,279.478,405.745,134.139,286810112,72.99,111.219,34.120
239,256,283.775,444.328,133.753,296861696,72.97,116.188,33.835
240,256,317.143,579.822,128.082,421122048,72.90,140.744,48.316
241,256,259.285,299.733,143.147,220487680,72.92,89.470,26.668
242,256,245.142,273.692,137.475,183627776,72.95,84.795,22.872
243,256,591.301,479.321,420.531,323469312,72.92,130.886,39.885
244,256,252.339,277.658,142.999,198012928,72.95,85.299,24.042
245,256,224.703,127.202,153.046,94740480,73.02,59.007,12.650
246,256,203.083,105.029,143.216,83165184,73.09,48.880,10.987
247,256,490.195,83.572,431.575,62812160,73.17,49.584,9.036
248,256,227.414,246.711,129.441,171204608,73.21,77.004,20.968
249,256,237.214,246.110,140.144,166129664,73.24,77.022,20.048
250,256,271.387,320.132,148.127,221036544,73.26,97.028,26.231
251,256,253.748,297.214,140.857,206471168,73.27,88.393,24.498
252,256,206.240,167.010,138.391,115093504,73.33,53.805,14.044
253,256,188.971,117.733,133.568,86663168,73.40,44.205,11.198
254,256,303.145,375.897,163.783,266567680,73.40,105.543,33.819
255,256,217.070,177.904,140.389,125767680,73.45,60.918,15.763
256,256,215.955,222.097,129.331,161153024,73.48,67.573,19.052
# summary tokens=256 s/tok=0.266 tok/s=3.760 read_MiB=56445.4 io_s=83.14 compute_s/tok=0.146 io_s/tok=0.325 cache_hit_pct=73.5 n_prompt=42 load_s=15.849 prefill_s=17.345 prefill_tps=2.42 stall_s/tok=0.093 mgmt_s/tok=0.027 cache_resident_MiB=2907.9 cache_budget_MiB=2908.6 cache_resizes=0 spec_read_MiB=0.0 spec_experts=0 spec_useful=0
