step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
243,256,152.167,115.915,108.284,83816448,77.16,34.638,9.245
244,256,151.511,146.979,103.009,110075904,77.21,36.124,12.378
245,256,243.225,455.190,119.677,363552768,77.17,83.385,40.163
246,256,232.238,419.175,108.625,339554304,77.14,86.512,37.101
247,256,232.755,421.709,114.611,340770816,77.11,79.980,38.164
248,256,192.207,272.583,107.782,211046400,77.12,61.624,22.800
249,256,208.781,345.824,107.771,272719872,77.12,69.956,31.054
250,256,187.230,265.285,111.301,199569408,77.14,54.168,21.761
251,256,155.162,167.318,101.515,123174912,77.18,39.490,14.157
252,256,148.105,148.623,100.599,112680960,77.23,35.056,12.450
253,256,287.962,625.200,118.980,513970176,77.14,110.619,58.364
254,256,199.618,323.036,103.993,250638336,77.14,68.144,27.482
255,256,150.005,139.435,104.858,108797952,77.19,33.538,11.609
256,256,273.778,551.455,141.255,438558720,77.13,83.061,49.461
# summary tokens=256 s/tok=0.219 tok/s=4.572 read_MiB=55721.4 io_s=74.28 compute_s/tok=0.132 io_s/tok=0.290 cache_hit_pct=77.1 n_prompt=34 load_s=13.904 prefill_s=7.864 prefill_tps=4.32 stall_s/tok=0.059 mgmt_s/tok=0.028 cache_resident_MiB=4000.0 cache_budget_MiB=4000.0 cache_resizes=0 spec_read_MiB=0.0 spec_experts=0 spec_useful=0
